lr,feature_subsample,tree_depth,n_grid,Loss,MC ERR,#Output
1.0,0.1,2.0,20.0,0.031273089272840074,0.007750760047281259,10.9
1.0,0.1,2.0,30.0,0.03130436106165016,0.006621274231678497,13.9
1.0,0.1,2.0,50.0,0.031177012837851893,0.006282357919621763,20.2
1.0,0.1,2.0,75.0,0.031695387608537476,0.007556243971631203,35.8
1.0,0.1,2.0,100.0,0.03196645960853747,0.009519836170212757,44.7
1.0,0.2,1.0,10.0,0.0317982091309961,0.01733189598108761,2.4
1.0,0.2,1.0,20.0,0.03103172118773369,0.006061379432624109,4.8
1.0,0.2,1.0,30.0,0.030910427255503588,0.0042401749408983395,7.6
1.0,0.2,1.0,50.0,0.030931870483241964,0.0051656865248227175,13.6
1.0,0.2,1.0,75.0,0.031075705919018166,0.005366853900709219,21.8
1.0,0.2,1.0,100.0,0.031113656724376715,0.00604655910165484,27.7
1.0,0.2,2.0,10.0,0.031851143409955915,0.017068619385343063,5.5
1.0,0.2,2.0,20.0,0.031515076743289246,0.008643596926713923,12.3
1.0,0.2,2.0,30.0,0.031184262401287667,0.005895037825059099,13.8
1.0,0.2,2.0,50.0,0.03127489062508594,0.006309208510638311,22.5
1.0,0.2,2.0,75.0,0.03140437511996379,0.006041271867612297,32.1
1.0,0.2,2.0,100.0,0.03166860206716631,0.00808140189125295,39.3
1.0,0.30000000000000004,1.0,10.0,0.03177027343359658,0.017249392434988263,2.3
1.0,0.30000000000000004,1.0,20.0,0.031041884071894444,0.005670828605200958,5.4
1.0,0.30000000000000004,1.0,30.0,0.03094998911523566,0.004468115839243441,7.3
1.0,0.30000000000000004,1.0,50.0,0.030950136393407452,0.0050064978723404485,11.8
1.0,0.30000000000000004,1.0,75.0,0.030966835867008706,0.00515515271867612,20.9
1.0,0.30000000000000004,1.0,100.0,0.031019775362674584,0.005195030260047274,23.7
1.0,0.30000000000000004,2.0,10.0,0.0318650469560552,0.017197130023641,5.5
1.0,0.30000000000000004,2.0,20.0,0.03127352473383298,0.0065329420803782266,9.6
1.0,0.30000000000000004,2.0,30.0,0.03118208619955402,0.006290976359338061,12.9
1.0,0.30000000000000004,2.0,50.0,0.031069337301208866,0.005336092671394815,18.6
1.0,0.30000000000000004,2.0,75.0,0.031300225786630456,0.0053217134751773025,26.4
1.0,0.30000000000000004,2.0,100.0,0.031239729622721868,0.005621090780141843,28.7
1.0,0.4,1.0,10.0,0.031803876270476004,0.01741636643026019,2.1
1.0,0.4,1.0,20.0,0.03107644411917577,0.006327405437352218,4.7
